cohort,anon_id,Post,Pre,ILA,CAP,FAC,took_FAC
2021,S5b940648,NA,NA,NA,NA,76,FAC
2021,S5a33e965,NA,NA,NA,NA,49,FAC
2021,S3dd216c8,NA,NA,25,NA,NA,No FAC
2021,Scc83ac1f,NA,NA,NA,NA,65,FAC
2021,S175ffc6a,NA,NA,75,NA,NA,No FAC
2021,S672bd626,NA,NA,51,NA,NA,No FAC
2021,S6de09304,NA,NA,NA,NA,77,FAC
2021,Sb04a1e1d,NA,NA,35,NA,NA,No FAC
2021,S494e1fcf,NA,NA,0,NA,NA,No FAC
2021,Sedec1e95,NA,NA,NA,NA,85,FAC
2021,S49e6ecd4,NA,NA,2,NA,NA,No FAC
2021,S121af458,NA,NA,NA,NA,68,FAC
2021,S94b03261,NA,NA,NA,NA,78,FAC
2021,Sef4b3391,NA,NA,NA,NA,62,FAC
2021,S53367382,NA,NA,44,NA,NA,No FAC
2021,S33faedc2,NA,NA,NA,NA,68,FAC
2021,S115a4759,NA,NA,NA,NA,49,FAC
2021,Sacdef925,NA,NA,NA,NA,53,FAC
2021,S940dd731,NA,NA,NA,NA,87,FAC
2021,S8f2e07fd,NA,NA,84,NA,NA,No FAC
2021,S9936ea33,NA,NA,NA,NA,6,FAC
2021,S79f374f6,NA,NA,0,NA,NA,No FAC
2021,S7cd12046,NA,NA,4,NA,NA,No FAC
2021,Sb542d509,NA,NA,NA,NA,83,FAC
2021,Sa1ab733d,NA,NA,NA,NA,53,FAC
2021,S6d00b0ce,NA,NA,52,NA,NA,No FAC
2021,S2d155a03,NA,NA,NA,NA,78,FAC
2021,S5e5d72b2,NA,NA,24,NA,10,FAC
2021,S3ed1e87b,NA,NA,NA,NA,66,FAC
2021,S2ea2b92e,NA,NA,NA,NA,0,FAC
2021,S83220f39,NA,NA,3,NA,NA,No FAC
2021,Sf95436e6,NA,NA,0,NA,NA,No FAC
2021,Sf00aaeb4,NA,NA,6,NA,0,FAC
2021,Sd256bcc1,NA,NA,87,NA,NA,No FAC
2021,Sa736c6bd,NA,NA,NA,NA,63,FAC
2021,S64b54070,NA,NA,NA,NA,80,FAC
2021,S541ed7dd,NA,NA,NA,NA,0,FAC
2021,S220884c3,NA,NA,0,NA,NA,No FAC
2021,S1fe6b29b,NA,NA,0,NA,NA,No FAC
2021,S6f17c6f7,NA,NA,NA,NA,67,FAC
2021,S816ada37,NA,NA,47,NA,12,FAC
2021,S446963cf,NA,NA,84,NA,NA,No FAC
2021,S382baefe,NA,NA,86,NA,NA,No FAC
2021,S28c75107,NA,NA,0,NA,NA,No FAC
2021,S161565a2,NA,NA,12,NA,NA,No FAC
2021,S29421e94,NA,NA,76,NA,68,FAC
2021,S2334cb47,NA,NA,64,NA,NA,No FAC
2021,S04940b31,NA,NA,NA,NA,56,FAC
2021,S12b85197,NA,NA,NA,NA,69,FAC
2021,Sc71d49a8,NA,NA,41,NA,NA,No FAC
2021,Sdbe51ad0,NA,NA,0,NA,NA,No FAC
2021,S00ed7de3,NA,NA,NA,NA,85,FAC
2021,S23ab104a,NA,NA,NA,NA,70,FAC
2021,Sdcf242c1,NA,NA,NA,NA,76,FAC
2021,Sce302946,NA,NA,NA,NA,50,FAC
2021,S16e6940c,NA,NA,72,NA,NA,No FAC
